ID,FIELD MNEMONIC,FIELD DESCRIPTION,FIELD DEFINITION,UNITS,FREQUENCY,PILLAR,THEME,HISTORY,Created,YEAR,Dashboard
ES128,WIND_ENERGY_CAPACITY,Wind Energy Capacity,"Total energy generation capacity from wind, in megawatts (MW). This field is available for the Utilities sector.",Megawatts,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES129,SOLAR_ENERGY_CAPACITY,Solar Energy Capacity,"Total energy generation capacity from solar, in megawatts (MW). This field is available for the Utilities sector.",Megawatts,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES130,BIOMASS_ENERGY_CAPACITY,Biomass Energy Capacity,"Total energy generation capacity from biomass, in megawatts (MW).  This field is available for the Utilities sector.",Megawatts,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES131,WASTE_ENERGY_CAPACITY,Waste Energy Capacity,"Total energy generation capacity from waste, in megawatts (MW). This field is available for the Utilities sector.",Megawatts,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES132,OTHER_RENEWABLES_ENERGY_CAPACITY,Other Renewables Energy Capacity,"Total energy generation capacity from other renewables (excluding wind, solar, biomass, hydro, and waste), in megawatts (MW).  This field captures hydro energy capacity below 50 MW known as small or mini hydro.  Hydro plants above 50 MW capacity will be captured in the ES127 - Hydro Energy Capacity field.",Megawatts,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES133,TOTAL_RENEWABLES_ENERGY_CAPACITY,Total Renewables Energy Capacity,"Total energy generation capacity from renewables (including wind, solar, biomass, hydro, waste and all other types of renewable energy), in megawatts (MW).  This field is captured as reported, if not reported, calculated as:  

Wind Energy Capacity  + Solar Energy Capacity +  Biomass Energy Capacity + Waste Energy Capacity + Other Renewables Energy Capacity

Where: Total Renewables Energy Capacity is ES133 - TOTAL_RENEWABLES_ENERGY_CAPACITY,  
Wind Energy Capacity is ES128 - WIND_ENERGY_CAPACITY,  
Solar Energy Capacity is ES129 - SOLAR_ENERGY_CAPACITY, 
Biomass Energy Capacity is ES130 - BIOMASS_ENERGY_CAPACITY,  
Waste Energy Capacity  is ES131 - WASTE_ENERGY_CAPACITY and 
Other Renewables Energy Capacity  is ES132 -  OTHER_RENEWABLES_ENERGY_CAPACITY.

This field is available for the Utilities sector.",Megawatts,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES134,COAL_ENERGY_CAPACITY_PCT,Coal % Energy Capacity,Percentage of total energy generation capacity from coal and lignite. This field is available for the Utilities sector.,Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES135,GAS_ENERGY_CAPACITY_PCT,Natural Gas Pct Energy Capacity,Percentage of total energy generation capacity from natural gas. This field is available for the Utilities sector.,Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES136,FOSSIL_FUELS_PCT_ENERGY_CAPACITY,Fossil Fuels % Energy Capacity,"Percentage of total energy generation capacity from fossil fuels (including coal, oil, gas, fossil steam, combustion turbines, combined cycle turbines, cogeneration, power heating). This field is available for the Utilities sector.",Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES137,NUCLEAR_PCT_ENERGY_CAPACITY,Nuclear % Energy Capacity,Percentage of total energy generation capacity from nuclear power. This field is available for the Utilities sector.,Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES138,HYDRO_ENERGY_CAPACITY_PCT,Hydro % Energy Capacity,Percentage of total energy generation capacity from hydro-electric power. This field is available for the Utilities sector.,Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES139,WIND_ENERGY_CAPACITY_PCT,Wind % Energy Capacity,Percentage of total energy generation capacity from wind power. This field is available for the Utilities sector.,Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES140,SOLAR_PCT_ENERGY_CAPACITY,Solar % Energy Capacity,Percentage of total energy generation capacity from solar power. This field is available for the Utilities sector.,Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES141,BIOMASS_ENERGY_CAPACITY_PCT,Biomass % Energy Capacity,Percentage of total energy generation capacity from biomass. This does not include coal-fired generation capacity with biomass co-firing capability. This field is available for the Utilities sector.,Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES142,WASTE_ENERGY_CAPACITY_PCT,Waste % Energy Capacity,Percentage of total energy generation capacity from waste. This field is available for the Utilities sector.,Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES143,OTH_RENEWABLES_ENRGY_CAPCITY_PCT,Other Renewables % Energy Capacity,"Percentage of total energy generation capacity from other renewables (excluding wind, solar, biomass, hydro, and waste). This field is available for the Utilities sector.",Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES144,TOT_RENEWABLS_ENRGY_CAPACITY_PCT,Total Renewables % Energy Capacity,"Percentage of total energy generation capacity from renewables (including wind, solar, biomass, small-scale hydro, waste and all other types of renewable energy). This field is available for the Utilities sector.",Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES145,COAL_ENERGY_PRODUCTION,Coal Energy Production,"Total energy production from coal and lignite, in gigawatt hours (GWh). This field is captured as reported, if not reported, calculated as: 

Electricity Produced From Coal Capacity +  Electricity Produced From Lignite Capacity.

Where: 
Electricity Produced From Coal Capacity is ES225 - ELEC_PROD_THERM_COAL/LC_GWH and  Electricity Produced From Lignite Capacity is ES212 - ELEC_PROD_THERM_COAL/LIG_GWH.

This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES146,GAS_ENERGY_PRODUCTION,Gas Energy Production,"Total energy production from natural gas, in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES147,FOSSIL_FUELS_ENERGY_PRODUCTION,Fossil Fuels Energy Production,"Total energy production from thermal energy/fossil fuels (including coal, oil, natural gas, fossil steam, combustion turbines, combined cycle turbines, cogeneration, power heating), in gigawatt hours (GWh). This field is captured as reported, if not reported, calculated as:

Coal Energy Production + Gas Energy Production + Oil Energy Production + Multifuel Energy Production

Where:
Coal Energy Production is ES145 - COAL_ENERGY_PRODUCTION,
Gas Energy Production is ES146 - GAS_ENERGY_PRODUCTION,
Oil Energy Production is ES213 - ELECTRICITY_PROD_THERM_OIL_GWH and
Multifuel Energy Production is ES215 - ELEC_PROD_THERM_MULTIFUEL_GWH.

This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES148,NUCLEAR_ENERGY_PRODUCTION,Nuclear Energy Production,"Total energy production from nuclear power, in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES149,HYDRO_ENERGY_PRODUCTION,Hydro Energy Production,"Total energy production from hydro power, in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES150,WIND_ENERGY_PRODUCTION,Wind Energy Production,"Total energy production from wind power, in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES151,SOLAR_ENERGY_PRODUCTION,Solar Energy Production,"Total energy production from solar power, in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES152,BIOMASS_ENERGY_PRODUCTION,Biomass Energy Production,"Total energy production from biomass, in gigawatt hours (GWh). This does not include coal-fired generation capacity with biomass co-firing capability. This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES153,WASTE_ENERGY_PRODUCTION,Waste Energy Production,"Total energy production from waste, in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES154,OTHER_RENEWABLES_ENERGY_PROD,Other Renewables Energy Production,"Total energy production from other renewables (excluding wind, solar, biomass, hydro, and waste), in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES155,TOTAL_RENEWABLES_ENERGY_PROD,Total Renewables Energy Production,"Total energy production from renewables (including wind, solar, biomass, waste and all other types of renewable energy), in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES156,PURCHASED_ELECTRICITY,Purchased Electricity,"Total amount of electricity purchased by the company for redistribution, in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES157,PURCHASED_ELECTRICITY_COAL,Purchased Electricity - Coal,"Total amount of electricity, generated by coal, purchased by the company for redistribution in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES158,PURCHASED_ELECTRICITY_GAS,Purchased Electricity - Gas,"Total amount of electricity, generated by natural gas, purchased by the company for redistribution, in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES159,PURCHASED_ELEC_FOSSIL_FUELS,Purchased Electricity - Fossil Fuels,"Total amount of electricity, generated by fossil fuels, purchased by the company for redistribution, in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES160,PURCHASED_ELECTRICITY_NUCLEAR,Purchased Electricity - Nuclear,"Total amount of electricity, generated by nuclear power, purchased by the company for redistribution, in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES161,PURCHASED_ELECTRICITY_HYDRO,Purchased Electricity - Hydro,"Total amount of electricity, generated by hydro power, purchased by the company for redistribution, in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES162,PURCHASED_ELECTRICITY_WIND,Purchased Electricity - Wind,"Total amount of electricity, generated by wind power, purchased by the company for redistribution, in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES163,PURCHASED_ELECTRICITY_SOLAR,Purchased Electricity - Solar,"Total amount of electricity, generated by solar power, purchased by the company for redistribution, in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES164,PURCHASED_ELECTRICITY_BIOMASS,Purchased Electricity - Biomass,"Total amount of electricity, generated by biomass, purchased by the company for redistribution, in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES165,PURCHASED_ELECTRICITY_WASTE,Purchased Electricity - Waste,"Total amount of electricity, generated by waste, purchased by the company for redistribution, in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES166,PURCHASED_ELEC_OTH_RENEWABLES,Purchased Electricity - Other Renewables,"Total amount of electricity, generated by renewables other than wind, solar, biomass and waste, purchased by the company for redistribution, in gigawatt hours (GWh). This field is available for the Utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES167,PURCHASED_ELEC_TOT_RENEWABLES,Purchased Electricity Total Renewables,"Total amount of electricity purchased by the company for redistribution, generated by renewables total, in gigawatt hours (GWh). This field is part of the Environmental, Social and Governance (ESG) group of fields.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES168,INDEPENDENT_LEAD_DIRECTOR,Independent Lead Director,"Indicates whether the company has an independent lead director within the board of directors.
For companies with presiding directors, please refer to Presiding Director (ES169, PRESIDING_DIRECTOR).
For the United Kingdom and Malaysia, Senior Independent Directors (SIDs) are captured in this field.  This field is part of the Environmental, Social and Governance (ESG) group of fields.

When accessing historical data using Excel API, field will return a '1' - Yes or '0' - No.",Y/N,Annual,Governance,Board Composition,From 2005,PRE-2020,current,N.A.
ES169,PRESIDING_DIRECTOR,Presiding Director,"Indicates whether the company has a presiding director in its board of directors. 
For companies with independent lead directors, please refer to ES168 (INDEPENDENT_LEAD_DIRECTOR).
This field is part of the Environmental, Social and Governance (ESG) group of fields.

When accessing historical data using Excel API, field will return a '1' - Yes or '0' - No.",Y/N,Annual,Governance,Board Composition,From 2005,PRE-2020,current,N.A.
ES171,PCT_OWNERSHIP_REQ_SPECIAL_MTG,Pct Ownership Required for Special Meeting,"Indicates the percentage share ownership required to call a board special meeting. This field is part of the Environmental, Social and Governance (ESG) group of fields.",Percentage,Annual,Governance,Shareholder Rights,From 2005,PRE-2020,current,N.A.
ES172,SAY_ON_PAY_PROVISION,Say On Pay Provision,"Indicates whether the company has a say on pay provision. This is marked Y when the provision has been voted FOR by shareholders at the most recent Annual General Meeting (AGM). It is marked N when the provision has been voted AGAINST by the shareholders at the most recent AGM. This field is part of the Environmental, Social and Governance (ESG) group of fields.

When accessing historical data using Excel API, field will return a '1' - Yes or '0' - No.",Y/N,Annual,Governance,Compensation,From 2005,PRE-2020,current,N.A.
ES173,POISON_PILL_PLAN,Poison Pill Plan,"Indicates whether the company has a poison pill plan, which may also be known as: voting poison pill plan, shareholder rights plan, preferred stock plan, flip-over rights plan, ownership flip-in plan, back-end rights plan, voting plan, put rights plan; among others. 

In Brazil, this field indicates whether the company requires a shareholder, upon acquiring a 'controlling' or otherwise stated percentage of shares, to conduct a public tender offer for all remaining shares.

This field is part of the Environmental, Social and Governance (ESG) group of fields.",Y/N,Annual,Governance,Shareholder Rights,From 2005,PRE-2020,current,N.A.
ES174,SHAREHOLDER_APPROVED_POISON_PILL,Shareholder Approved Poison Pill,"Indicates whether the company's poison pill plan was approved by shareholders.  This field is part of the Environmental, Social and Governance (ESG) group of fields.

When accessing historical data using Excel API, field will return a '1' - Yes or '0' - No.",Y/N,Annual,Governance,Shareholder Rights,From 2005,PRE-2020,current,N.A.
ES175,POISON_PILL_TIDE_PROVISION,Poison Pill TIDE Provision,"Indicates whether the company's poison pill plan has a (TIDE) Three-Year Independent Director Evaluation provision. This field is part of the Environmental, Social and Governance (ESG) group of fields.

When accessing historical data using Excel API, field will return a '1' - Yes or '0' - No.",Y/N,Annual,Governance,Shareholder Rights,From 2005,PRE-2020,current,N.A.
ES176,POISON_PILL_SUNSET_PROVISION,Poison Pill Sunset Provision,"Indicates whether the company's poison pill plan has a sunset provision. This field is part of the Environmental, Social and Governance (ESG) group of fields.

When accessing historical data using Excel API, field will return a '1' - Yes or '0' - No.",Y/N,Annual,Governance,Shareholder Rights,From 2005,PRE-2020,current,N.A.
ES177,PCT_POISON_PILL_TRIG_THRESHOLD,Pct Poison Pill Trigger Threshold,"Indicates the percentage threshold of shares outstanding for the company's poison pill to trigger.  This field is part of the Environmental, Social and Governance (ESG) group of fields.",Percentage,Annual,Governance,Shareholder Rights,From 2005,PRE-2020,current,N.A.
ES178,BLANK_CHECK_PREFERRED_AUTHORIZED,Blank Check Preferred Authorized,"Indicates whether the company is authorized to issue blank check preferred stock without shareholders' approval. This field is part of the Environmental, Social and Governance (ESG) group of fields.

When accessing historical data using Excel API, field will return a '1' - Yes or '0' - No.",Y/N,Annual,Governance,Shareholder Rights,From 2005,PRE-2020,current,N.A.
ES179,DUAL_CLASS_UNEQUAL_VTG_RTS,Dual Class Unequal Voting Rights - Common,"Indicates whether the company has unequal/restricted voting rights between common share classes. Field includes companies with single, dual or multiple classes of shares (not considering preferred stock or non-voting shares issued to employees or execs/directors). Field is part of the Environmental, Social and Governance (ESG) group of fields.

Please refer to Unequal Voting Rights Stocks Issued Includes Pfd (ES223, UNEQ_VTG_RTS_STKS_ISSD_INC_PFD) for unequal voting rights among all share classes issued, common and preferred.

France: 
This is marked 'Y' when company has unequal voting rights based on the length of time the common stocks are held, commonly referred to as double voting rights.

Switzerland: 
Considers disproportionate voting rights based on bearer and registered nominal or par value.",Y/N,Annual,Governance,Shareholder Rights,From 2005,PRE-2020,current,N.A.
ES180,OUTSIDE_COMP_ADVISORS_APPT,Outside Compensation Advisors Appointed,"Indicates whether the company appoints outside executive compensation advisors. This field is part of the Environmental, Social and Governance (ESG) group of fields.

When accessing historical data using Excel API, field will return a '1' - Yes or '0' - No.",Y/N,Annual,Governance,Compensation,From 2005,PRE-2020,current,N.A.
ES181,AUDITOR_RATIFICATION,Auditor Ratification,"Indicates whether the auditor has been ratified in the recent shareholder meeting. This field is part of the Environmental, Social and Governance (ESG) group of fields.

When accessing historical data using Excel API, field will return a '1' - Yes or '0' - No.",Y/N,Annual,Governance,Audit & Oversight,From 2005,PRE-2020,current,N.A.
ES182,YEARS_AUDITOR_EMPLOYED,Years Auditor Employed,"Indicates the number of years the auditor has been employed. This field is part of the Environmental, Social and Governance (ESG) group of fields.",Years,Annual,Governance,Audit & Oversight,From 2005,PRE-2020,current,N.A.
ES183,CLASSIFIED_BOARD_SYSTEM,Classified Board System,"Classified board system or staggered board system allows for the division of directors into separate classes (often three) serving staggered terms, with only one class of directors up for re-election at a given annual shareholder meeting. Terms for directors on classified boards vary, but one, three and five year terms are common. A classified board system makes proxy fights and/or hostile takeover attempts more difficult as hostile bidders cannot gain control of the board in one annual meeting, but would need to win shareholder votes in two consecutive shareholder meetings. Field is part of the Environmental, Social and Governance (ESG) group of fields.

When accessing historical data using Excel API, field will return a '1' - Yes or '0' - No.",Y/N,Annual,Governance,Board Composition,From 2005,PRE-2020,current,N.A.
ES191,BOD_NOMINEES_LEGAL_PROCEEDINGS,BOD Nominees Legal Proceedings,"Indicates the number of board of director nominees with any legal proceedings in the past ten years. This field is part of the Environmental, Social and Governance (ESG) group of fields.",Count,Annual,Governance,Board Composition,From 2005,PRE-2020,current,N.A.
ES192,FEES_PD_TO_COMP_CONSULTANTS,Fees Paid to Compensation Consultants,"Amount of fees paid to compensation consultants, during the reporting period, in the company's reporting currency.",Units Reporting Currency,Annual,Governance,Compensation,From 2005,PRE-2020,current,N.A.
ES193,UNITARY_OR_TWO_TIER_BOARD_SYSTEM,Unitary or Two Tier Board System,"Indicates whether the company's board has a Unitary (1) or Two Tier (2) system. Marked 2 when board system has separate boards for Supervisory/Commissioner board and Management board. Field is part of the Environmental, Social and Governance (ESG) group of fields.

Islamic financial firms may have Shariah (Syariah) supervisory board as separate board entity to oversee financial products.

China:
   When a company has a board of directors and separate supervisors or a supervisory committee which may be representatives from company executives, non executive/independent supervisors and/or employees, two tier system is marked 2.

Indonesia:
   It may be marked 3 to indicate Three Tier system.",Nominal (1-2),Annual,Governance,Board Composition,From 2005,PRE-2020,current,N.A.
ES194,NUM_EXECUTIVES_COMP_MANAGERS,Number of Executives / Company Managers,"Number of individuals who serve as executives of the company, or equivalent management/executive body.For European companies with a Supervisory board and a Management board , this field refers to the number of individuals on the Management board or equivalent.

Field is fiscal year/filing date-aligned sourced solely from the company's primary corporate governance filing (e.g., Proxy Statements or Corporate Governance Reports). For an analogous daily updating field based on corporate filings, company websites and news sources, please refer to Number of Executives (CG613, NUMBER_OF_EXECUTIVES). Field is part of Environmental, Social or Governance (ESG) group of fields.",Count,Annual,Governance,Board Composition,From 2005,PRE-2020,current,N.A.
ES195,ESG_LINKED_COMPENSATION_FOR_BRD,ESG Linked Compensation for Board,"Indicates whether board compensation is linked to Environmental, Social and Governance (ESG) goals. The field is part of the Environmental, Social and Governance (ESG) group of fields.

When accessing historical data using Excel API, field will return a '1' - Yes or '0' - No.",Y/N,Annual,Governance,Compensation,From 2005,PRE-2020,current,N.A.
ES196,EMP_PROT_WHISTLE_BLOWER_POLICY,Employee Protection / Whistle Blower Policy,"Indicates whether the company has systems and policies in place for the reporting of internal ethical compliance complaints without retaliation or retribution, including but not limited to access to confidential third-party ethics hotlines or systems for confidential written complaints. Field is part of the Environmental, Social and Governance (ESG) group of fields.",Y/N,Annual,Social,Human Capital,From 2005,PRE-2020,current,N.A.
ES197,ANTI_BRIBERY_ETHICS_POLICY,Anti-Bribery Ethics Policy,"Indicates whether the company has policies in place to prevent bribery of its employees, executives, and directors by others, and/or the prevention of involvement in any corrupt business practices limiting open competition by deception, including but not limited to: cartels, collusion, fraud, embezzlement, nepotism, price fixing, and preferred patronage. Field is part of the Environmental, Social and Governance (ESG) group of fields.

When accessing historical data using Excel API, field will return a '1' - Yes or '0' - No.",Y/N,Annual,Social,Business Practices,From 2005,PRE-2020,current,N.A.
ES198,SUS_SUP_GDL_ENC_ESG_AREA_PUB_DIS,Sustain Sup Guidelines Encomp ESG Area Pub Disclsd,"Indicates whether a supplier's guidelines, that encompass all Environmental, Social and Governance (ESG) areas, are publicly disclosed. The field is part of the Environmental, Social and Governance (ESG) group of fields.

When accessing historical data using Excel API, field will return a '1' - Yes or '0' - No.",Y/N,Annual,ESG Overall,Supply Chain,From 2005,PRE-2020,current,N.A.
ES199,TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,Total Hours Spent by Firm - Employee Training,"Hours the company spent on employee training during the reporting period as reported by the company. Field is part of the Environmental, Social and Governance (ESG) group of fields.",Hours,Annual,Social,Human Capital,From 2005,PRE-2020,current,N.A.
ES200,ELEC_GEN_CAP_THERM_COAL_LIG_MW,Electricity Gen Capacity Thermal Coal/Lig,Electricity generation capacity from lignite in megawatts (MW). This field is available for the Utilities sector.,Megawatts,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES201,ELECTRICITY_GEN_CAP_THERM_OIL_MW,Electricity Generation Capacity Thermal Oil,Electricity generation capacity from oil fossil fuels in megawatts (MW). This field is available for the Utilities sector.,Megawatts,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES202,ELECTRICITY_GEN_CAP_THERM_CHP_MW,Electricity Generation Capacity Thermal CHP,Electricity generation capacity from combined heat and power (CHP) in megawatts (MW). This field is available for the Utilities sector.,Megawatts,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES203,ELEC_GEN_CAP_THERM_MULTIFUEL_MW,Electricity Gen Capacity Thermal Multifuel,Electricity generation capacity from multifuel in megawatts (MW). This field is available for the Utilities sector.,Megawatts,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES204,ELEC_GEN_CAP_RENEW_GEOTHERMAL_MW,Electricity Gen Capacity Renewables Geothermal,Electricity generation capacity from geothermal in megawatts (MW). This field is available for the Utilities sector.,Megawatts,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES205,ELEC_GEN_CAP_TH_OTH_N_RENEW_MW,Electricity Gen Cap Therm Oth Non Renewables,Electricity generation capacity from other (non renewable sources) in megawatts (MW) where no fuel resource is specified. This field is available for the Utilities sector.,Megawatts,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES206,ELEC_GEN_CAP_THERM_LIGNITE_PCT,Electricity Generation Capacity Thermal Lignite %,Installed capacity percentage of lignite-fired power generation. This field is available for the utilities sector.,Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES207,ELECTRICITY_GEN_CAP_THRM_OIL_PCT,Electricity Generation Capacity Thermal Oil %,Installed capacity percentage of oil-fired power generation. This field is available for the utilities sector.,Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES208,ELECTRICITY_GEN_CAP_THRM_CHP_PCT,Electricity Generation Capacity Thermal CHP %,Installed electric power generation capacity percentage of combined heat-and-power plants. This field is available for the utilities sector.,Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES209,ELEC_GEN_CAP_THERM_MULTI_PCT,Electricity Generation Capacity Thermal Multiple %,Installed electric power generation capacity percentage of multiple thermal fuel power plants. This field is available for the utilities sector.,Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES210,ELECTRICITY_GEN_CAP_GEOTHRML_PCT,Electricity Generation Capacity Geothermal %,Installed geothermal-based electric power generating capacity percentage. This field is available for the utilities sector.,Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES211,ELEC_GEN_CAP_OTH_NON_RENEW_PCT,Electricity Gen Capacity Other Non Renewable %,"Electric power generating capacity percentage, from non-renewable sources where no fuel resource is specified. This field is available for the utilities sector.",Percentage,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES212,ELEC_PROD_THERM_COAL_LIG_GWH,Electricity Produced Thermal Coal and Lignite GWh,"Electricity produced gigawatt hours (GWh) from lignite (GWh) capacity. This field is available for the utilities sector. Field part of Environmental, Social, and Governance (ESG) group of fields.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES213,ELECTRICITY_PROD_THERM_OIL_GWH,Electricity Produced Thermal Oil Gigawatt Hours,"Electricity produced gigawatt hours (GWh) from oil (GWh) capacity. This field is available for the utilities sector. Field part of Environmental, Social, and Governance (ESG) group of fields.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES214,ELECTRICITY_PROD_THERM_CHP_GWH,Electricity Produced Thermal CHP,"Electricity produced in the reporting period, from CHP (combined heat and power), in gigawatt hours (GWh). This field is available for the utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES215,ELEC_PROD_THERM_MULTIFUEL_GWH,Electricity Produced Thermal Multifuel,"Electricity produced in the reporting period, from multifuel capacity, in gigawatt hours (GWh). This field is available for the utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES216,ELEC_PROD_RENEW_GEOTHERMAL_GWH,Electricity Produced Renewables Geothermal,"Electricity produced in the reporting period, from geothermal capacity, in gigawatt hours (GWh). This field is available for the utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES217,ELEC_PROD_THERM_OTH_N_RENEW_GWH,Electricity Produced Therm Oth Non Renewables,"Electricity produced in the reporting period, from other (non renewables) capacity where no fuel resource is specified or does not fit into existing category, in gigawatt hours (GWh) . This field is available for the utilities sector.",Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES221,CO2_EM_LES_ALLOW_MIL_MT_U_EU_ETS,CO2 Emissions Less Allowances Under EU ETS,"Number of European Union Allowances (EUA) granted to the company, less carbon dioxide emissions, in millions of metric tonnes of carbon dioxide (CO2). Each EUA represents one metric tonne of carbon dioxide equivalent (CO2e). Negative value indicates a carbon ""deficit"". 

For Carbon Dioxide emissions covered under EU ETS, use ES228 - CO2_EM_MIL_MT_UNDER_EU_ETS.",Million Metric Tonnes,Annual,Environmental,Climate Change,From 2005,PRE-2020,current,N.A.
ES222,CO2_ALLOW_MIL_MT_UNDER_EU_ETS,Carbon Dioxide Allowances Under EU ETS,Number of European Union Allowances (EUA) which were issued to company under European Union Emissions Trading Scheme (EU ETS) in millions of allowances. Each EUA represents one metric tonne of carbon dioxide equivalent (CO2e).,Million Metric Tonnes,Annual,Environmental,Climate Change,From 2005,PRE-2020,current,N.A.
ES223,UNEQ_VTG_RTS_STKS_ISSD_INC_PFD,Unequal Voting Rights Stocks Issued Includes Pfd,"Indicates whether unequal voting rights exist among issued share classes, common or preferred (does not consider non-voting shares issued to employees or execs/directors). Field is part of the Environmental, Social, and Governance (ESG) group of fields.

When accessing historical data using Excel API, field will return a '1' - Yes or '0' - No.",Y/N,Annual,Governance,Shareholder Rights,From 2005,PRE-2020,current,N.A.
