ISIN,Name,Member Ticker,Mkt Cap,Industry
TW0008110008,WALTON ADVANCED,8110 TT Equity,"295,404,629.60",Semiconductors
TW0002436003,WELTREND SEMI,2436 TT Equity,"323,986,566.80",Semiconductors
CNE100002XM8,WILL SEMICONDU-A,603501 CH Equity,"16,020,445,900.00",Semiconductors
TW0003105003,WIN SEMI,3105 TT Equity,"1,873,844,962.00",Semiconductors
TW0002344009,WINBOND ELEC,2344 TT Equity,"2,976,672,962.00",Semiconductors
JP3154370005,WINTEST CORP,6721 JP Equity,"22,816,389.80",Semiconductors
US9778521024,WOLFSPEED INC,WOLF US Equity,"3,371,102,200.00",Semiconductors
KR7030530000,WONIK HOLDINGS C,030530 KS Equity,"189,298,557.00",Semiconductors
KR7240810002,WONIK IPS CO LTD,240810 KS Equity,"1,186,427,970.00",Semiconductors
BE0974310428,X-FAB SILICON FO,XFAB FP Equity,"863,522,735.40",Semiconductors
JP3990600003,YAC HOLDINGS CO,6298 JP Equity,"137,120,773.60",Semiconductors
CNE100001R90,YANGZHOU YANGJ-A,300373 CH Equity,"2,720,872,942.00",Semiconductors
CNE100001DJ8,ZHEJIANG JINGS-A,300316 CH Equity,"5,676,078,142.00",Semiconductors
US29355A1079,ENPHASE ENERGY INC,ENPH US Equity,"16,138,401,236.00",Semiconductors
US3364331070,FIRST SOLAR INC,FSLR US Equity,"27,647,482,177.00",Semiconductors
US88160R1014,TESLA INC,TSLA US Equity,"541,584,362,139.92",Automobiles
CNE100000296,BYD COMPANY,1211 HK Equity,"89,953,423,120.09",Automobiles
US50202M1027,LI AUTO INC -ADR,LI US Equity,"17,891,881,780.77",Automobiles
US62914V1061,NIO INC - ADR,NIO US Equity,"8,451,964,085.30",Automobiles
US3453708600,FORD MOTOR CO,F US Equity,"44,583,333,333.33",Automobiles
US98422D1054,XPENG INC-ADR,XPEV US Equity,"6,609,614,665.17",Automobiles
US7311052010,POLESTAR A-A ADS,PSNY US Equity,"1,383,295,922.18",Automobiles
CNE100005K77,ZHEJIANG LEAPMOT,9863 HK Equity,"4,326,328,095.77",Automobiles
CNE100001TJ4,BAIC MOTOR-H,1958 HK Equity,"2,074,962,588.85",Automobiles
US5494981039,LUCID GROUP INC,LCID US Equity,"5,480,882,903.11",Automobiles
TH3545010003,ENERGY ABSOLUTE,EA TB Equity,"1,664,038,533.48",Automobiles
INE260D01016,OLECTRA GREENTEC,OLECTRA IN Equity,"1,619,304,152.64",Automobiles
US0395872098,ARCIMOTO INC,FUVV US Equity,"1,172,755.33",Automobiles
US54405Q2093,NU RIDE INC,NRDE US Equity,"24,087,261.50",Automobiles
US3073597037,FARADAY FUTURE I,FFIE US Equity,"167,343,808.45",Automobiles
CA35954F1080,FUELPOSITIVE COR,NHHH CN Equity,"19,271,698.47",Automobiles
SGXZ55111462,VINFAST AUTO LTD,VFS US Equity,"9,424,055,368.50",Automobiles
US5949181045,MICROSOFT CORP,MSFT US Equity,3.13868E+12,Software and Tech Services
US0231351067,AMAZON.COM INC,AMZN US Equity,1.88179E+12,Software and Tech Services
US68389X1054,ORACLE CORP,ORCL US Equity,"355,788,736,340,712",Software and Tech Services
US02079K3059,ALPHABET INC-A,GOOGL US Equity,2.13076E+12,Software and Tech Services
US01609W1027,ALIBABA GRP-ADR,BABA US Equity,1.67514E+11,Software and Tech Services
US4592001014,IBM,IBM US Equity,"147,454,936,023,162",Software and Tech Services
KR7131090003,SECUVE CO LTD,131090 KS Equity,"261,969,739,423",Software and Tech Services
US81762P1021,SERVICENOW INC,NOW US Equity,"144,346,689,081,909",Software and Tech Services
SE0000108656,ERICSSON LM-B,ERICB SS Equity,"190,610,815,354,441",Software and Tech Services
US6974351057,PALO ALTO NETWOR,PANW US Equity,"983,646,212,758,009",Software and Tech Services
FR0000051732,ATOS SE,ATO FP Equity,"1,248,865,228,355",Software and Tech Services
US34959E1091,FORTINET INC,FTNT US Equity,"414,611,002,148,127",Software and Tech Services
US90138F1021,TWILIO INC - A,TWLO US Equity,"88,279,630,148,501",Software and Tech Services
US00971T1016,AKAMAI TECHNOLOG,AKAM US Equity,"125,799,943,961,894",Software and Tech Services
US6687711084,GEN DIGITAL INC,GEN US Equity,"141,463,528,532,736",Software and Tech Services
FR0000121329,THALES SA,HO FP Equity,"319,563,836,742,318",Software and Tech Services
US22788C1053,CROWDSTRIKE HO-A,CRWD US Equity,"86,454,749,229,476",Software and Tech Services
US7501021056,RACKSPACE TECHNO,RXT US Equity,"6,000,289,530,214",Software and Tech Services
JP3877600001,MARUBENI CORP,8002 JP Equity,"288,935,275,987,672",Software and Tech Services
SE0016275333,KILIARO GROUP AB,KILI SS Equity,"11,374,801,532",Software and Tech Services
US8334451098,SNOWFLAKE INC-A,SNOW US Equity,"403,779,770,243,766",Software and Tech Services
US26210C1045,DROPBOX INC-A,DBX US Equity,"67,290,464,182,311",Software and Tech Services
US23804L1035,DATADOG INC-A,DDOG US Equity,"384,859,437,751,004",Software and Tech Services
JP3816600005,FUJI SOFT INC,9749 JP Equity,"27,623,143,737,742",Software and Tech Services
US67059N1081,NUTANIX INC - A,NTNX US Equity,"126,648,921,266,461",Software and Tech Services
US88076W1036,TERADATA CORP,TDC US Equity,"30,634,724,946,297",Software and Tech Services
JP3637300009,TREND MICRO INC,4704 JP Equity,"52,496,497,618,381",Software and Tech Services
US60937P1066,MONGODB INC,MDB US Equity,"164,773,512,655,272",Software and Tech Services
US98980G1022,ZSCALER INC,ZS US Equity,"252,578,686,840,385",Software and Tech Services
CNE100005WJ9,RUIJIE NETWORK-A,301165 CH Equity,"22,020,360,511,815",Software and Tech Services
JP3689500001,ORACLE CORP JPN,4716 JP Equity,"83,754,553,096,105",Software and Tech Services
IL0002730112,NICE LTD,NICE IT Equity,"97,021,574,670,776",Software and Tech Services
CNE000000DQ6,DIGITAL CHINA -A,000034 CH Equity,"1,966,909,498,459",Software and Tech Services
IL0010824113,CHECK POINT SOFT,CHKP US Equity,"17,107,032,782,292",Software and Tech Services
US2681501092,DYNATRACE INC,DT US Equity,"121,496,217,427,851",Software and Tech Services
US18915M1071,CLOUDFLARE INC-A,NET US Equity,"251,599,887,923,788",Software and Tech Services
US98980F1049,ZOOMINFO TECH,ZI US Equity,"43,932,941,066,592",Software and Tech Services
US70438V1061,PAYLOCITY HOLDIN,PCTY US Equity,"69,570,654,711,871",Software and Tech Services
BRALLDACNOR3,ALLIED TECNOLOGI,ALLD3 BZ Equity,"1,178,079,760,904",Software and Tech Services
CNE000000VJ3,STATE GRID INF-A,600131 CH Equity,"26,057,625,852,246",Software and Tech Services
US10316T1043,BOX INC- CLASS A,BOX US Equity,"34,795,927,897,637",Software and Tech Services
JP3400400002,SCSK CORP,9719 JP Equity,"57,967,684,692,257",Software and Tech Services
US49639K1016,KINGSOFT CLO-ADR,KC US Equity,"6,302,456,336,976",Software and Tech Services
FI0009000277,TIETOEVRY OYJ,TIETO FH Equity,"21,294,013,262,352",Software and Tech Services
CA53229C1077,LIGHTSPEED COMME,LSPD CN Equity,"19,367,890,165,312",Software and Tech Services
CNE1000041K3,QI AN XIN TECH-A,688561 CH Equity,"22,143,364,154,292",Software and Tech Services
NO0004822503,ATEA ASA,ATEA NO Equity,"15,193,331,465,397",Software and Tech Services
JP3544000007,TEIJIN LTD,3401 JP Equity,"15,679,181,843,654",Software and Tech Services
US2041661024,COMMVAULT SYSTEM,CVLT US Equity,"48,547,959,278,976",Software and Tech Services
US92511U1025,VERRA MOBILITY C,VRRM US Equity,"42,739,329,410,666",Software and Tech Services
DE000A2GS401,SOFTWARE AG,SOW GR Equity,2687456804,Software and Tech Services
US88025T1025,TENABLE HOLDINGS,TENB US Equity,"45,650,975,997,011",Software and Tech Services
KR7286940002,LOTTE INNOVATE,286940 KS Equity,"2,705,398,337,536",Software and Tech Services
ID1000144504,NFC INDONESIA TB,NFCX IJ Equity,"401,008,685,906",Software and Tech Services
US83417Q2049,SOLARWINDS CORP,SWI US Equity,"18,457,644,531,615",Software and Tech Services
IL0011334468,CYBERARK SOFTWAR,CYBR US Equity,"103,849,817,876,156",Software and Tech Services
US7534221046,RAPID7 INC,RPD US Equity,"23,603,810,591,202",Software and Tech Services
US85917T1097,STERLING CHECK C,STER US Equity,"13,238,068,553,283",Software and Tech Services
JP3173400007,OBIC CO LTD,4684 JP Equity,"120,751,844,587,653",Software and Tech Services
CNE0000010M6,YUNNAN NANTIAN-A,000948 CH Equity,"6,319,501,260,857",Software and Tech Services
CNE100003PM2,BEIJING KINGSO-A,688111 CH Equity,"148,377,696,833,847",Software and Tech Services
CNE100000QJ2,VENUSTECH GROU-A,002439 CH Equity,"27,883,534,136,546",Software and Tech Services
US82455M1099,SHIMMICK CORP,SHIM US Equity,"441,424,301,859",Software and Tech Services
US7811541090,RUBRIK INC-A,RBRK US Equity,"49,981,507,425,049",Software and Tech Services
US81730H1095,SENTINELONE IN-A,S US Equity,"56,017,091,622,303",Software and Tech Services
US70439P1084,PAYMENTUS HOLD-A,PAY US Equity,"20,561,968,805,454",Software and Tech Services
US05988J1034,BANDWIDTH INC-A,BAND US Equity,"3,932,474,082,376",Software and Tech Services
CNE100005KD7,BEIJING FOURTH P,6682 HK Equity,"29,529,466,704,025",Software and Tech Services
CA09228F1036,BLACKBERRY LTD,BB CN Equity,"12,238,161,950,126",Software and Tech Services
IL0005070128,COMPUTER DIRECT,CMDR IT Equity,"2,144,083,309,984",Software and Tech Services
US4181001037,HASHICORP I-CL A,HCP US Equity,"6,288,979,172,504",Software and Tech Services
FR0000063737,AUBAY,AUB FP Equity,"5,130,185,859,718",Software and Tech Services
US74758T3032,QUALYS INC,QLYS US Equity,"47,492,855,141,496",Software and Tech Services
CNE1000009B9,TOPSEC TECHNOL-A,002212 CH Equity,"7,553,133,464,089",Software and Tech Services
US31188V1008,FASTLY INC -CL A,FSLY US Equity,"898,163,818,063",Software and Tech Services
US9222801022,VARONIS SYSTEMS,VRNS US Equity,"45,248,995,983,936",Software and Tech Services
CNE100000ZD6,WONDERS INFORM-A,300168 CH Equity,"9,105,650,509,013",Software and Tech Services
IL0002560162,FORMULA SYSTEMS,FORTY IT Equity,"10,109,928,084,431",Software and Tech Services
US98983V1061,ZUORA INC -CL A,ZUO US Equity,"12,766,974,876,249",Software and Tech Services
CH0012268360,KUDELSKI SA-BR,KUD SW Equity,"839,841,225,367",Software and Tech Services
GB00B01QGK86,NCC GROUP PLC,NCC LN Equity,"5,570,953,581,769",Software and Tech Services
US98585N1063,YEXT INC,YEXT US Equity,"572,556,271,598",Software and Tech Services
CNE100002CX9,BEIJING ADVANC-A,300541 CH Equity,"5,271,896,889,885",Software and Tech Services
KYG9400C1116,VSTECS HOLDINGS,856 HK Equity,"754,420,472,588",Software and Tech Services
ID1000134505,ANABATIC TECHNOL,ATIC IJ Equity,"454,117,866,816",Software and Tech Services
JP3346200003,COMPUTER ENG&CON,9692 JP Equity,"4,699,486,317,362",Software and Tech Services
US81374A1051,SECUREWORKS CO-A,SCWX US Equity,"5,375,016,344,448",Software and Tech Services
JP3346300001,CAC HOLDINGS COR,4725 JP Equity,"2,313,047,538,993",Software and Tech Services
CNE0000002N1,INESA INTELLIG-B,900901 CH Equity,"16,779,863,640,609",Software and Tech Services
CA2674881040,DYE & DURHAM LTD,DND CN Equity,"5,315,438,498,179",Software and Tech Services
US53261M2035,EDGIO INC,EGIO US Equity,"529,917,810,778",Software and Tech Services
FR0011040500,AXWAY SOFTWARE S,AXW FP Equity,"5,605,715,886,803",Software and Tech Services
KR7035420009,NAVER CORP,035420 KS Equity,"184,203,791,911,833",Software and Tech Services
FR0000071797,INFOTEL,INF FP Equity,"3,004,165,499,206",Software and Tech Services
CNE100002813,BEIJING GLOBAL-A,300523 CH Equity,"4,639,562,902,774",Software and Tech Services
TW0006689003,ECLOUDVALLEY,6689 TT Equity,"2,068,282,432,054",Software and Tech Services
KR7054920004,HANCOM WITH INC,054920 KS Equity,"569,187,447,464",Software and Tech Services
CA23761M1023,DATA COMMUNICATI,DCM CN Equity,"1,013,626,599,421",Software and Tech Services
DE0005419105,CANCOM AG,COK GR Equity,"11,635,191,930,513",Software and Tech Services
US12468P1049,C3.AI INC-A,AI US Equity,"32,221,537,312,039",Software and Tech Services
CNE100003RS5,UCLOUD TECHNOL-A,688158 CH Equity,"6,136,704,959,372",Software and Tech Services
CNE100003NT2,DBAPPSECURITY -A,688023 CH Equity,"4,304,922,013,636",Software and Tech Services
US91544A1097,UPLAND SOFTWARE,UPLD US Equity,"675,197,534,323",Software and Tech Services
KR7023590003,DAOU TECHNOLOGY,023590 KS Equity,"5,656,859,998,132",Software and Tech Services
JP3545130001,TECHMATRIX CORP,3762 JP Equity,"5,007,779,957,037",Software and Tech Services
IL0003820102,E & M COMPUTING,EMCO IT Equity,"1,058,130,195,199",Software and Tech Services
US01626W1018,ALIGHT INC-CL A,ALIT US Equity,"36,875,595,404,875",Software and Tech Services
GRS148003015,IDEAL HOLDINGS,INTEK GA Equity,"2,694,274,773,513",Software and Tech Services
US0536041041,AVEPOINT INC,AVPT US Equity,"17,599,701,130,102",Software and Tech Services
JP3539000004,TDC SOFT INC,4687 JP Equity,"3,614,794,059,961",Software and Tech Services
IL0010834765,RADWARE LTD,RDWR US Equity,"6,857,168,207,715",Software and Tech Services
CA80100R4089,SANGOMA TECH COR,STC CN Equity,"1,573,195,106,005",Software and Tech Services
CNE100002V69,SHANGHAI FENGY-A,603466 CH Equity,"6,695,171,383,207",Software and Tech Services
CNE1000055Z1,AINNOVATION TECH,2121 HK Equity,"3,926,347,249,463",Software and Tech Services
DE000A288904,COMPUGROUP MEDIC,COP GR Equity,"13,386,195,946,577",Software and Tech Services
CNE000001BB0,CHINA NATIONAL-A,600536 CH Equity,"32,334,921,079,668",Software and Tech Services
US1375861036,CANGO INC/KY-ADR,CANG US Equity,"2,101,765,200,336",Software and Tech Services
KR7004150009,HANSOL HOLDINGS,004150 KS Equity,"766,749,789,857",Software and Tech Services
IT0005037210,TINEXTA SPA,TNXT IM Equity,"7,703,072,756,141",Software and Tech Services
FR0012882389,EQUASENS,EQS FP Equity,"8,349,668,441,207",Software and Tech Services
CNE100001S32,NSFOCUS TECHNO-A,300369 CH Equity,"5,525,889,604,931",Software and Tech Services
INE356A01018,MPHASIS LTD,MPHL IN Equity,"51,195,106,005,417",Software and Tech Services
JP3100700008,ISB CORP,9702 JP Equity,"956,794,620,342",Software and Tech Services
US90114C1071,TUYA INC,TUYA US Equity,"9,445,035,957,785",Software and Tech Services
JP3712500002,NSW INC,9739 JP Equity,"2,901,718,501,915",Software and Tech Services
CNE100005R62,ASIAINFO SECUR-A,688225 CH Equity,"6,188,745,680,396",Software and Tech Services
CNE100003XX3,MAXVISION TECH-A,002990 CH Equity,"6,827,738,862,426",Software and Tech Services
CNE000000B34,FAWER AUTOMOTI-B,200030 CH Equity,"11,473,055,010,741",Software and Tech Services
BE0974371032,UNIFIEDPOST GROU,UPG BB Equity,"1,040,169,982,255",Software and Tech Services
JP3126330004,ALPHA SYSTEMS,4719 JP Equity,"2,638,619,594,658",Software and Tech Services
SE0015961222,PROACT IT GROUP,PACT SS Equity,"3,793,854,487,718",Software and Tech Services
GB00BMTV7393,THG PLC,THG LN Equity,"9,837,676,286,542",Software and Tech Services
US68287N1000,ONESPAN INC,OSPN US Equity,"4,464,266,367,797",Software and Tech Services
SE0016101844,SINCH AB,SINCH SS Equity,"18,708,228,261,885",Software and Tech Services
US10921T1016,BRIGHTCOVE,BCOV US Equity,"949,360,231,624",Software and Tech Services
JP3305560009,COMTURE CORP,3844 JP Equity,"3,345,643,037,265",Software and Tech Services
US7433121008,PROGRESS SOFTWAR,PRGS US Equity,"2,217,614,644,625",Software and Tech Services
JP3310250000,SERVERWORKS CO L,4434 JP Equity,"1,458,475,763,519",Software and Tech Services
CNE000000KJ6,NEUSOFT CORP-A,600718 CH Equity,"13,023,816,195,013",Software and Tech Services
CNE0000009Q9,GOHIGH NETWORK-A,000851 CH Equity,"2,529,354,627,814",Software and Tech Services
KR7053800009,AHNLAB INC,053800 KS Equity,"4,100,635,098,534",Software and Tech Services
US22207T1016,COUCHBASE INC,BASE US Equity,"8,265,162,977,491",Software and Tech Services
JP3284000001,CORE CORP,2359 JP Equity,"168,423,461,287",Software and Tech Services
US94724R1086,WEAVE COMMUNICAT,WEAV US Equity,"5,845,540,300,738",Software and Tech Services
CNE100002DZ2,BEIJING CERTIF-A,300579 CH Equity,"7,487,223,311,852",Software and Tech Services
IT0001454435,TXT E-SOLUTIONS,TXT IM Equity,"3,122,956,944,055",Software and Tech Services
CNE100000NL5,BEIJING EGOVA-A,300075 CH Equity,"12,115,998,879,238",Software and Tech Services
SA0007879543,SAUDI TELECOM CO,STC AB Equity,"461,806,294,947,231",Software and Tech Services
TW0006997000,NEXTLINK TECHNOL,6997 TT Equity,"792,416,176,333",Software and Tech Services
JP3105010007,I-NET CORP,9600 JP Equity,"204,708,134,865",Software and Tech Services
CNE100001YG0,BEIJING INTERA-A,300419 CH Equity,"233,447,277,482",Software and Tech Services
CNE100000M47,TAIJI COMPUTER-A,002368 CH Equity,"17,466,704,025,404",Software and Tech Services
CNE000001QM5,BEIJING THUNIS-A,300271 CH Equity,"505,579,527,412",Software and Tech Services
FI4000519228,WITHSECURE OYJ,WITH FH Equity,"1,765,331,091,809",Software and Tech Services
FI4000519236,F-SECURE CORP,FSECURE FH Equity,"3,362,277,015,037",Software and Tech Services
CNE000001HG6,BEIJING TEAMSU-A,600410 CH Equity,"5,621,920,239,096",Software and Tech Services
CNE100001RL4,BEIJING TONGTE-A,300379 CH Equity,"6,051,695,152,704",Software and Tech Services
US1263271058,CS DISCO INC,LAW US Equity,"3,209,694,592,323",Software and Tech Services
CNE1000030F6,NANCAL TECH-A,603859 CH Equity,"6,807,453,068,086",Software and Tech Services
KYG609061075,MICROWARE GROUP,1985 HK Equity,"441,318,763,426",Software and Tech Services
TW0002905007,MERCURIES,2905 TT Equity,"5,395,031,287,942",Software and Tech Services
JP3546300009,TERRASKY CO LTD,3915 JP Equity,"1,518,492,574,951",Software and Tech Services
CNE100002NF3,ZHONGFU INFORM-A,300659 CH Equity,"4,456,953,394,975",Software and Tech Services
JP3152750000,GMO INTERNET GRO,9449 JP Equity,"15,667,040,254,039",Software and Tech Services
US92347M1009,VERITONE INC,VERI US Equity,"956,280,937,704",Software and Tech Services
JP3436300002,SOLITON SYSTEMS,3040 JP Equity,"1,422,882,226,581",Software and Tech Services
CNE100003K87,HANGZHOU DPTEC-A,300768 CH Equity,"9,936,209,956,103",Software and Tech Services
JP3351050004,SYSTENA,2317 JP Equity,"8,204,072,102,363",Software and Tech Services
AU0000119307,NUIX LTD,NXL AU Equity,"5,991,622,303,166",Software and Tech Services
KYG5571R1011,LINKLOGI-CLASS B,9959 HK Equity,"5,702,596,432,241",Software and Tech Services
KYG2161M1050,CHINA ITS HOLDIN,1900 HK Equity,"382,660,876,062",Software and Tech Services
CNE100001RK6,SHANGHAI AMARS-A,300380 CH Equity,"284,098,253,479",Software and Tech Services
JP3601600004,TOHO SCIENCE CO,4333 JP Equity,"1,939,413,467,825",Software and Tech Services
JP3108060009,ACCESS CO LTD,4813 JP Equity,"3,036,322,032,315",Software and Tech Services
JP3547100002,SIOS CORP,3744 JP Equity,"30,334,734,286",Software and Tech Services
ES0105102000,AGILE CONTENT SA,AGIL SM Equity,"877,638,927,804",Software and Tech Services
JP3440200008,ENVIRONMENT FRIE,3777 JP Equity,"624,856,635,846",Software and Tech Services
AU000000MP15,MEGAPORT LTD,MP1 AU Equity,"11,686,653,591,109",Software and Tech Services
JP3272600002,CROSS CAT CO LTD,2307 JP Equity,"1,417,642,663,678",Software and Tech Services
JP3931800001,YE DIGITAL CORP,2354 JP Equity,"770,854,581,115",Software and Tech Services
CA40531F1009,HAIVISION SYSTEM,HAI CN Equity,"782,581,488,746",Software and Tech Services
CNE100003P66,HILLSTONE NETW-A,688030 CH Equity,"2,524,320,537,966",Software and Tech Services
KYG2216G1038,CLOUD FACTORY TE,2512 HK Equity,"2,090,585,598,207",Software and Tech Services
CNE1000052Q7,BEIJING INFOSE-A,688201 CH Equity,"3,401,046,044,644",Software and Tech Services
KR7086960002,MDS TECH INC,086960 KS Equity,"914,655,832,633",Software and Tech Services
JP3351070002,SYSTEM RESEARCH,3771 JP Equity,"1,618,361,819,371",Software and Tech Services
JP3294000009,KSK CO LTD,9687 JP Equity,150047632.4,Software and Tech Services
GB00BLR8L223,MICROLISE GROUP,SAAS LN Equity,"1,897,711,777,342",Software and Tech Services
CNE1000015P6,SHANGHAI DRAGO-A,300245 CH Equity,"2,163,005,510,414",Software and Tech Services
JP3436400000,SOLXYZ CO LTD,4284 JP Equity,"505,170,449,239",Software and Tech Services
KR7112040001,WEMADE CO LTD,112040 KS Equity,"9,740,356,775,941",Software and Tech Services
TW0008284001,MITAKE INFO,8284 TT Equity,"869,655,365,649",Software and Tech Services
CNE100001XJ6,FEITIAN TECHNO-A,300386 CH Equity,"7,338,003,175,493",Software and Tech Services
CNE100000QL8,SHENZHEN INFO-A,300085 CH Equity,"7,727,402,633,791",Software and Tech Services
US97264L1008,WIMI HOLOGRAM-AD,WIMI US Equity,"679,848,697,114",Software and Tech Services
CNE1000024L7,SICHUAN JIUYUA-A,002777 CH Equity,"8,162,454,469,039",Software and Tech Services
JP3765250000,HIMACS LTD,4299 JP Equity,"1,013,860,091,529",Software and Tech Services
IL0012007329,HUB CYBER SECURI,HUBC US Equity,"79,951,994,023",Software and Tech Services
CNE1000035P4,HUNAN CREATOR -A,300730 CH Equity,"2,691,510,226,954",Software and Tech Services
JP3311540003,CYBERLINKS CO LT,3683 JP Equity,"547,544,596,993",Software and Tech Services
JP3549020000,DIGITAL ARTS INC,2326 JP Equity,"3,541,085,271,318",Software and Tech Services
CNE000001MP7,BEIJING CENTUR-A,300150 CH Equity,"198,492,574,951",Software and Tech Services
FR0000072597,IT LINK SA,ALITL FP Equity,"498,464,555,898",Software and Tech Services
BMG492321127,INVESTECH HOLDIN,1087 HK Equity,"74,109,554,497",Software and Tech Services
CNE100002PW3,SI-TECH INFORM-A,300608 CH Equity,"3,991,640,982,535",Software and Tech Services
JP3431200009,SOURCENEXT CORP,4344 JP Equity,"1,728,075,091,062",Software and Tech Services
JP3910700008,MIROKU JYOHO SER,9928 JP Equity,"4,044,783,786,308",Software and Tech Services
KR7000700005,EUSU HOLDINGS CO,000700 KS Equity,"980,461,380,405",Software and Tech Services
JP3386040004,GMO GLOBALSIGN H,3788 JP Equity,"2,042,654,338,283",Software and Tech Services
IT0005412504,CY4GATE SPA,CY4 IM Equity,"1,327,692,164,005",Software and Tech Services
JP3801470000,PCI HOLDINGS INC,3918 JP Equity,"576,678,808,256",Software and Tech Services
KR7214180002,HECTO INNOVATION,214180 KS Equity,"1,157,186,887,083",Software and Tech Services
CNE100006913,HANGZHOU REFOR-A,833030 CH Equity,"1,724,656,766,601",Software and Tech Services
KR7053300000,KOREA INFORMATIO,053300 KS Equity,"1,276,314,560,568",Software and Tech Services
JP3823400001,FUSO DENTSU,7505 JP Equity,"715,041,561,595",Software and Tech Services
CA8789501043,TECSYS INC,TCS CN Equity,"3,320,304,473,709",Software and Tech Services
JP3422150007,SAISON TECHNOLOG,9640 JP Equity,"1,785,570,187,728",Software and Tech Services
KR7115440000,WOORI-NET CO LTD,115440 KS Equity,"472,976,557,392",Software and Tech Services
CNE100004YS9,GUANGDONG TIAN-A,301178 CH Equity,"1,750,462,314,374",Software and Tech Services
KR7067920009,IGLOO CORP,067920 KS Equity,"434,734,285,981",Software and Tech Services
FR0004050250,NEURONES,NRO FP Equity,"9,971,046,978,612",Software and Tech Services
FR0010291245,VERIMATRIX SA,VMX FP Equity,"297,384,888,391",Software and Tech Services
KYG3729W1069,FUTURE DATA GROU,8229 HK Equity,"323,641,542,916",Software and Tech Services
US75704L1044,RED VIOLET INC,RDVT US Equity,"3,098,253,479,032",Software and Tech Services
CA37638G1063,GIVEX CORP,GIVX CN Equity,"691,740,917,157",Software and Tech Services
TW0006690001,ACSI,6690 TT Equity,"1,113,682,637,527",Software and Tech Services
KR7242040004,NAMU TECH CO LTD,242040 KS Equity,"463,125,992,341",Software and Tech Services
TREMIAT00015,MIA TEKNOLOJI AS,MIATK TI Equity,"8,748,687,774,353",Software and Tech Services
JP3422190003,SYSTEMS ENGINEER,3741 JP Equity,"1,324,507,331,652",Software and Tech Services
SE0007604061,CYBER SECURITY 1,CYB1 SS Equity,"172,295,694,406",Software and Tech Services
US15672X2018,CISO GLOBAL INC,CISO US Equity,"72,251,611,096",Software and Tech Services
JP3431520000,SOBAL CORP,2186 JP Equity,"47,717,661,343",Software and Tech Services
AU0000278491,QORIA LTD,QOR AU Equity,"3,221,275,800,878",Software and Tech Services
MX01ID000009,IDEAL-B1,IDEALB1 MM Equity,"56,853,366,956,197",Software and Tech Services
CNE100000MJ1,CHINA TRANSINF-A,002373 CH Equity,"19,330,811,618,567",Software and Tech Services
CNE1000020L5,SICHUAN XUN YO-A,300467 CH Equity,"3,551,228,168,488",Software and Tech Services
IE0008908NI4,MARIADB PLC,MRDB US Equity,"341,476,604,091",Software and Tech Services
JP3366900003,SHOWA SYSTEM ENG,4752 JP Equity,"38,391,893,154",Software and Tech Services
JP3152790006,INTAGE HOLDINGS,4326 JP Equity,"3,609,741,290,744",Software and Tech Services
JP3122510005,APAMAN CO LTD,8889 JP Equity,"521,032,969,086",Software and Tech Services
JP3709100006,NCD CO LTD,4783 JP Equity,"925,945,643,037",Software and Tech Services
CNE100005JS7,HEBEI GONGDA K-A,301197 CH Equity,"1,959,419,071,635",Software and Tech Services
CNE100006228,YARWARD ELECTR-A,301337 CH Equity,"3,869,646,025,964",Software and Tech Services
AU000000IRI3,INTEGRATED RESEA,IRI AU Equity,"965,760,717,288",Software and Tech Services
CNE100004926,BEIJING TELESO-A,003004 CH Equity,"293,111,982,815",Software and Tech Services
CA68403N3076,OPTIVA INC,OPT CN Equity,"264,454,095,452",Software and Tech Services
CNE1000056Z9,BEIJING SUNWAY-A,301159 CH Equity,"2,696,591,015,224",Software and Tech Services
KYG8079L1133,SHEEN TAI HOLDIN,1335 HK Equity,"451,234,706,267",Software and Tech Services
TW0006874001,M-POWER,6874 TT Equity,"669,149,154,759",Software and Tech Services
US2480191012,DELUXE CORP,DLX US Equity,"8,985,037,825,721",Software and Tech Services
CNE1000040W0,ZHENGZHOU JIEA-A,300845 CH Equity,"2,076,660,128,888",Software and Tech Services
KR7170790000,PIOLINK INC,170790 KS Equity,"44,839,170,636",Software and Tech Services
JP3400110007,SMAREGI INC,4431 JP Equity,"2,592,276,081,068",Software and Tech Services
JP3651400008,NAMURA SHIPBUILD,7014 JP Equity,"9,175,128,420,659",Software and Tech Services
JP3311490001,CYBERTRUST JAPAN,4498 JP Equity,"873,858,223,592",Software and Tech Services
JP3831470004,BROADBAND SECURI,4398 JP Equity,"424,950,966,657",Software and Tech Services
JP3120110006,ASCENTECH KK,3565 JP Equity,"442,259,269,637",Software and Tech Services
US03783X1046,APPGATE INC,APGTQ US Equity,"154,110,395,069",Software and Tech Services
JP3346970001,CTS CO LTD,4345 JP Equity,"2,058,148,874,568",Software and Tech Services
US57778N3070,MAWSON INFRASTRU,MIGI US Equity,"261,787,615,579",Software and Tech Services
KYG290121048,EDVANCE INTERNAT,1410 HK Equity,"414,355,094,798",Software and Tech Services
SE0005851706,IAR SYSTEMS GROU,IARB SS Equity,"2,015,653,310,918",Software and Tech Services
JP3161590009,SIG GROUP CO LTD,4386 JP Equity,"192,773,886,243",Software and Tech Services
CNE100002MV2,BIZCONF TELECO-A,300578 CH Equity,"3,625,487,998,506",Software and Tech Services
